egid,gkat,gklas,status,street,zip,city,description,building_type,coordinate_lat,coordinate_lon,area,volume,url
502292712,1060,1252,Existing,Sonnmattgrund 7.1,6206,Neuenkirch,Lager-Untertsnad,NON_RESIDENTIAL,2659347.239,1216338.248,66,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292712_0&time=None&lang=de&topic=ech
199778,1020,1110,Existing,Bertholdstrasse 10,6023,Rothenburg,,RESIDENTIAL,2662340.08,1216686.614,112,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199778_0&time=None&lang=de&topic=ech
194987,1020,1121,Existing,Waldeggstrasse 6,6020,Emmen,,RESIDENTIAL,2663377.696,1215172.192,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=194987_0&time=None&lang=de&topic=ech
502292952,1060,1242,Existing,Krauerhusstrasse 5.1,6206,Neuenkirch,Garagen,NON_RESIDENTIAL,2657834.854,1217180.768,231,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292952_0&time=None&lang=de&topic=ech
191408653,1020,1110,Existing,Eschenmatte 25,6023,Rothenburg,Einfamilienhaus,RESIDENTIAL,2662345.216,1216289.616,157,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191408653_0&time=None&lang=de&topic=ech
502292678,1060,1274,Existing,Surseestrasse 17.3,6206,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2657929.946,1217115.982,7,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292678_0&time=None&lang=de&topic=ech
191980492,1060,1271,Existing,Hübeli 3.1,6206,Neuenkirch,Kleintierstall,AGRICULTURAL,2656681.25,1215402.875,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191980492_0&time=None&lang=de&topic=ech
199630,1020,1110,Existing,Hermolingenstrasse 5,6023,Rothenburg,,RESIDENTIAL,2662666.812,1216379.711,198,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199630_0&time=None&lang=de&topic=ech
223755,1060,1271,Existing,Oberwerligen 2,6206,Neuenkirch,,AGRICULTURAL,2657456.207,1216418.716,211,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223755_0&time=None&lang=de&topic=ech
191219113,1030,1122,Existing,Surseestrasse 28,6206,Neuenkirch,Wohn- und Gewerbegebäude C3,RESIDENTIAL,2657934.409,1217206.626,2089,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191219113_0&time=None&lang=de&topic=ech
223803,1030,1110,Existing,Mittlerhomel 4,6206,Neuenkirch,,RESIDENTIAL,2655976.963,1216872.449,234,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223803_0&time=None&lang=de&topic=ech
191505998,1060,1274,Existing,Kenelmattstrasse 13,6206,Neuenkirch,Schützenhaus,NON_RESIDENTIAL,2658534.597,1216685.657,199,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191505998_0&time=None&lang=de&topic=ech
502292686,1060,1274,Existing,Stägmättli 2.1,6206,Neuenkirch,Unterstand,NON_RESIDENTIAL,2658182.679,1216567.528,5,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292686_0&time=None&lang=de&topic=ech
199795,1020,1110,Existing,Mauritiusring 5,6023,Rothenburg,,RESIDENTIAL,2662432.661,1216782.28,147,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199795_0&time=None&lang=de&topic=ech
160004678,1020,1122,Existing,Konstanz 12,6023,Rothenburg,,RESIDENTIAL,2663125.203,1216473.137,295,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=160004678_0&time=None&lang=de&topic=ech
502292842,1060,1276,Existing,Oberhomel 2.2,6206,Neuenkirch,Schweinescheune,AGRICULTURAL,2655977.516,1216374.679,344,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292842_0&time=None&lang=de&topic=ech
190204085,1020,1110,Existing,Krauerhushöhe 1,6206,Neuenkirch,,RESIDENTIAL,2657748.397,1217150.486,122,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190204085_0&time=None&lang=de&topic=ech
191580873,1060,1230,Existing,Hasenmoosstrasse 33.2,6023,Rothenburg,Büroaufbau,NON_RESIDENTIAL,2660848.119,1216438.413,243,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191580873_0&time=None&lang=de&topic=ech
191579012,1060,1274,Existing,Hasenmoosstrasse 53.14,6023,Rothenburg,Liegetank Nr. 13,NON_RESIDENTIAL,2660606.043,1217044.708,79,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191579012_0&time=None&lang=de&topic=ech
191795611,1030,1122,Project,Bertiswilstrasse 38,6023,Rothenburg,Wohn- und Geschäftshaus,RESIDENTIAL,2663066.544,1216814.967,280,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191795611_0&time=None&lang=de&topic=ech
200427,1030,1110,Existing,Neumoosstrasse 9,6023,Rothenburg,,RESIDENTIAL,2663484.588,1217249.143,246,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200427_0&time=None&lang=de&topic=ech
199684,1020,1110,Existing,Stationsstrasse 25,6023,Rothenburg,,RESIDENTIAL,2662841.978,1216310.617,317,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199684_0&time=None&lang=de&topic=ech
502292931,1060,1242,Existing,Lippenrüti 5.1,6206,Neuenkirch,Auto-Unterstand,NON_RESIDENTIAL,2657378.208,1217537.009,17,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292931_0&time=None&lang=de&topic=ech
191905412,1060,1242,In construction,Gimmermee 12a.1,6023,Rothenburg,Veloraum,NON_RESIDENTIAL,2662311.648,1216589.041,11,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905412_0&time=None&lang=de&topic=ech
223353,1020,1110,Existing,Alpenstrasse 6,6206,Neuenkirch,,RESIDENTIAL,2657897.123,1216562.299,205,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223353_0&time=None&lang=de&topic=ech
2067435,1030,1110,Existing,Auf Nällen 6,6206,Neuenkirch,,RESIDENTIAL,2657928.892,1216416.867,169,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2067435_0&time=None&lang=de&topic=ech
195113,1020,1110,Existing,Kapfmatte 4,6020,Emmen,,RESIDENTIAL,2663498.872,1215776.939,92,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195113_0&time=None&lang=de&topic=ech
190244410,1020,1110,Existing,Lügisingen 4,6023,Rothenburg,,RESIDENTIAL,2661706.027,1216551.438,107,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190244410_0&time=None&lang=de&topic=ech
502292875,1060,1274,Existing,Nellenweg 22.2,6206,Neuenkirch,Ökonomiegebäude,NON_RESIDENTIAL,2658122.042,1216277.556,112,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292875_0&time=None&lang=de&topic=ech
191644487,1060,1251,Existing,Hasenmoosstrasse 62.2,6023,Rothenburg,Mannschaftsgebäude,NON_RESIDENTIAL,2660622.182,1217411.198,100,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191644487_0&time=None&lang=de&topic=ech
223856,1020,1110,Existing,Weiherhüsli 13,6206,Neuenkirch,,RESIDENTIAL,2659658.196,1215865.658,127,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223856_0&time=None&lang=de&topic=ech
191597212,1020,1122,Existing,Schlatt ,6023,Rothenburg,Betriebsgebäude,RESIDENTIAL,2661578.316,1217185.875,251,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191597212_0&time=None&lang=de&topic=ech
190101700,1020,1110,Existing,Tannhof 10,6020,Emmen,,RESIDENTIAL,2662534.753,1215289.633,69,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190101700_0&time=None&lang=de&topic=ech
190088597,1020,1110,Existing,Oberhus 7,6023,Rothenburg,,RESIDENTIAL,2663261.407,1216678.608,106,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190088597_0&time=None&lang=de&topic=ech
502292975,1060,1274,Existing,Kirchmattstrasse 5a.1,6206,Neuenkirch,,NON_RESIDENTIAL,2658187.269,1216847.427,9,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292975_0&time=None&lang=de&topic=ech
2055752,1020,1110,Existing,Eschenmatte 6,6023,Rothenburg,,RESIDENTIAL,2662248.2,1216221.335,97,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055752_0&time=None&lang=de&topic=ech
223459,1020,1110,Existing,Egghalde 11,6206,Neuenkirch,,RESIDENTIAL,2657465.749,1217017.534,102,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223459_0&time=None&lang=de&topic=ech
2055782,1060,,Existing,Buzibachstrasse 51,6023,Rothenburg,,NON_RESIDENTIAL,2661836.577,1215747.007,266,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055782_0&time=None&lang=de&topic=ech
200251,1030,1122,Existing,Rüeckringenstrasse 8,6023,Rothenburg,,RESIDENTIAL,2663432.108,1216437.696,244,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200251_0&time=None&lang=de&topic=ech
223397,1020,1110,Existing,Schönegghalde 14,6206,Neuenkirch,,RESIDENTIAL,2657741.738,1216713.809,120,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223397_0&time=None&lang=de&topic=ech
190834290,1020,1122,Existing,Lippenrütipark 2,6206,Neuenkirch,Lippenrütipark 2,RESIDENTIAL,2657214.624,1217832.786,494,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190834290_0&time=None&lang=de&topic=ech
191715511,1060,1242,Existing,Rastenmoos 2.1,6206,Neuenkirch,Carport,NON_RESIDENTIAL,2659859.846,1217375.86,38,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191715511_0&time=None&lang=de&topic=ech
2055763,1020,1122,Existing,Felsenegg 31,6023,Rothenburg,,RESIDENTIAL,2663501.224,1216859.812,279,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055763_0&time=None&lang=de&topic=ech
190243608,1020,1110,Existing,Lindauring 15d,6023,Rothenburg,,RESIDENTIAL,2662880.107,1216806.997,72,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190243608_0&time=None&lang=de&topic=ech
199577,1030,1122,Existing,Eschenstrasse 8,6023,Rothenburg,,RESIDENTIAL,2662295.985,1216340.797,143,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199577_0&time=None&lang=de&topic=ech
2050671,1020,1121,Existing,Benziwilstrasse 7,6020,Emmen,,RESIDENTIAL,2663676.51,1215557.623,135,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2050671_0&time=None&lang=de&topic=ech
502292994,1060,1274,Existing,Hübeli 1.1,6206,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2656797.627,1215558.966,10,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292994_0&time=None&lang=de&topic=ech
190428048,1060,1230,Existing,Rothenburgstrasse 24,6020,Emmen,Tankstelle,NON_RESIDENTIAL,2663331.38,1215150.19,189,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190428048_0&time=None&lang=de&topic=ech
199827,1020,1110,Existing,Bertiswilstrasse 88,6023,Rothenburg,,RESIDENTIAL,2662514.505,1217205.862,133,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199827_0&time=None&lang=de&topic=ech
191949984,1020,1110,Project,Gimmermee 4d,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662408.484,1216626.602,91,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191949984_0&time=None&lang=de&topic=ech
199555,1020,1110,Existing,Eichenring 5,6023,Rothenburg,,RESIDENTIAL,2662437.891,1216410.606,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199555_0&time=None&lang=de&topic=ech
191805926,1060,1271,Existing,Holzmatt 2.4,6206,Neuenkirch,Remise,AGRICULTURAL,2656941.107,1216297.616,276,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191805926_0&time=None&lang=de&topic=ech
2067476,1020,1110,Existing,Dorfmatte 4,6206,Neuenkirch,,RESIDENTIAL,2658163.46,1216772.831,70,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2067476_0&time=None&lang=de&topic=ech
191993474,1020,1110,Project,Sonneland ,6206,Neuenkirch,3er Reiheneinfamilienhaus,RESIDENTIAL,2657616.25,1217132.125,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993474_0&time=None&lang=de&topic=ech
190757189,1020,1110,Existing,Oberwahligen 1,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2660652.301,1215963.139,86,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190757189_0&time=None&lang=de&topic=ech
200321,1040,,Existing,Buzibachstrasse 15,6023,Rothenburg,,RESIDENTIAL,2662130.857,1216010.79,4454,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200321_0&time=None&lang=de&topic=ech
191579073,1060,1274,Existing,Neumoosstrasse 7.0,6023,Rothenburg,Material-Baracke,NON_RESIDENTIAL,2663664.871,1216948.488,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191579073_0&time=None&lang=de&topic=ech
199717,1020,1110,Existing,Franz-Zelgerstrasse 32,6023,Rothenburg,,RESIDENTIAL,2662950.733,1216434.006,62,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199717_0&time=None&lang=de&topic=ech
502293086,1060,1278,Existing,Eggstrasse 30.6,6206,Neuenkirch,,AGRICULTURAL,2657363.538,1217248.078,609,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293086_0&time=None&lang=de&topic=ech
199889,1020,1110,Existing,Rütiweid 1,6023,Rothenburg,,RESIDENTIAL,2663088.541,1217286.865,101,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199889_0&time=None&lang=de&topic=ech
191988050,1060,1271,Existing,Helfenstegen 2,6206,Neuenkirch,Schweinestall,AGRICULTURAL,2658202.75,1215044.625,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191988050_0&time=None&lang=de&topic=ech
190238648,1020,1110,Existing,Tannhof 8,6020,Emmen,,RESIDENTIAL,2662538.642,1215284.735,69,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190238648_0&time=None&lang=de&topic=ech
199601,1020,1110,Existing,Eichenstrasse 4b,6023,Rothenburg,,RESIDENTIAL,2662451.649,1216383.997,83,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199601_0&time=None&lang=de&topic=ech
2385678,1020,1121,Existing,Nellenweg 8,6206,Neuenkirch,,RESIDENTIAL,2658184.591,1216469.445,132,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2385678_0&time=None&lang=de&topic=ech
191764395,1060,1220,Existing,Wahligenstrasse 4b,6023,Rothenburg,Gewerbe- und Bürogebäude,NON_RESIDENTIAL,2661217.109,1216299.004,4456,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191764395_0&time=None&lang=de&topic=ech
2384588,1020,1122,Existing,Fläckeweid 2,6023,Rothenburg,,RESIDENTIAL,2663161.398,1216041.993,402,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384588_0&time=None&lang=de&topic=ech
223604,1020,1110,Existing,Rösslimatt 5,6206,Neuenkirch,,RESIDENTIAL,2657553.709,1217466.956,75,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223604_0&time=None&lang=de&topic=ech
223432,1020,1110,Existing,Eggstrasse 1a,6206,Neuenkirch,,RESIDENTIAL,2657504.903,1216832.948,86,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223432_0&time=None&lang=de&topic=ech
195177,1020,1122,Existing,Bachtalen 8,6020,Emmen,,RESIDENTIAL,2663208.597,1215775.64,236,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195177_0&time=None&lang=de&topic=ech
2055780,1020,1122,Existing,Franz-Zelgerstrasse 19,6023,Rothenburg,,RESIDENTIAL,2663007.395,1216364.24,131,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055780_0&time=None&lang=de&topic=ech
502292658,1060,1276,Existing,Voglisberg 10.2,6206,Neuenkirch,Scheune mit Anbauten,AGRICULTURAL,2656816.185,1217549.758,1179,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292658_0&time=None&lang=de&topic=ech
223681,1040,,Existing,Sonnmattgrund 7,6206,Neuenkirch,,RESIDENTIAL,2659314.603,1216344.229,2216,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223681_0&time=None&lang=de&topic=ech
191544271,1020,1110,Existing,Grünaurain 6,6206,Neuenkirch,,RESIDENTIAL,2657735.041,1217115.025,176,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191544271_0&time=None&lang=de&topic=ech
2055709,1020,1110,Existing,Fläckehof 48,6023,Rothenburg,,RESIDENTIAL,2662817.268,1216080.408,68,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055709_0&time=None&lang=de&topic=ech
194994,1020,1110,Existing,Waldeggstrasse 28,6020,Emmen,,RESIDENTIAL,2663449.545,1215242.886,82,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=194994_0&time=None&lang=de&topic=ech
2055751,1020,1110,Existing,Eschenmatte 7,6023,Rothenburg,,RESIDENTIAL,2662251.615,1216215.636,78,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055751_0&time=None&lang=de&topic=ech
200373,1040,1130,Existing,Stationsstrasse 40,6023,Rothenburg,,RESIDENTIAL,2662698.517,1216452.34,504,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200373_0&time=None&lang=de&topic=ech
195182,1020,1122,Existing,Bachtalen 12,6020,Emmen,,RESIDENTIAL,2663136.423,1215733.953,241,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195182_0&time=None&lang=de&topic=ech
223529,1020,1110,Existing,Stägmättli 3,6206,Neuenkirch,,RESIDENTIAL,2658192.531,1216548.962,119,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223529_0&time=None&lang=de&topic=ech
2384579,1020,1110,Existing,Huobenfangstrasse 22,6023,Rothenburg,,RESIDENTIAL,2662719.361,1216313.825,160,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384579_0&time=None&lang=de&topic=ech
190242973,1020,1110,Existing,Neugüetliweg 10,6023,Rothenburg,,RESIDENTIAL,2663016.831,1217067.385,78,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190242973_0&time=None&lang=de&topic=ech
191544274,1020,1110,Existing,Grünaurain 8,6206,Neuenkirch,,RESIDENTIAL,2657712.755,1217105.877,176,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191544274_0&time=None&lang=de&topic=ech
223438,1020,1110,Existing,Eggstrasse 15,6206,Neuenkirch,,RESIDENTIAL,2657439.181,1216905.229,120,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223438_0&time=None&lang=de&topic=ech
191703323,1060,1274,Existing,Willistattstrasse 7.2,6206,Neuenkirch,Gartenhaus,NON_RESIDENTIAL,2657737.417,1216763.547,8,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191703323_0&time=None&lang=de&topic=ech
199844,1020,1122,Existing,Höchweid 10,6023,Rothenburg,,RESIDENTIAL,2662926.628,1217395.914,179,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199844_0&time=None&lang=de&topic=ech
223458,1020,1110,Existing,Egghalde 9,6206,Neuenkirch,,RESIDENTIAL,2657479.007,1216995.327,93,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223458_0&time=None&lang=de&topic=ech
190032702,1020,1121,Existing,Emmenwald 1,6206,Neuenkirch,,RESIDENTIAL,2659196.417,1215865.933,236,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190032702_0&time=None&lang=de&topic=ech
195906,1020,1110,Existing,Station-West 8,6020,Emmen,,RESIDENTIAL,2661681.022,1215201.98,161,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195906_0&time=None&lang=de&topic=ech
191979214,1060,1274,Project,Wegscheiden 3.4,6023,Rothenburg,Reithalle,NON_RESIDENTIAL,2662162.331,1217883.102,876,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191979214_0&time=None&lang=de&topic=ech
2055779,1020,1122,Existing,Fläckematte 2,6023,Rothenburg,,RESIDENTIAL,2662888.208,1216219.094,274,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055779_0&time=None&lang=de&topic=ech
502292858,1060,1278,Existing,Neuhus 3.6,6206,Neuenkirch,,AGRICULTURAL,2658996.17,1217339.15,19,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292858_0&time=None&lang=de&topic=ech
223589,1020,1110,Existing,Hubelrain 3,6206,Neuenkirch,,RESIDENTIAL,2657539.983,1217353.408,85,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223589_0&time=None&lang=de&topic=ech
3035718,1020,1110,Existing,Krauerhusmatte 8,6206,Neuenkirch,,RESIDENTIAL,2657613.331,1217330.626,79,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035718_0&time=None&lang=de&topic=ech
191980841,1060,1242,Project,Sonnmattstrand 2.1,6206,Neuenkirch,,NON_RESIDENTIAL,2659314.75,1216491.375,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191980841_0&time=None&lang=de&topic=ech
2055433,1060,,Existing,Lindauring 14,6023,Rothenburg,Kindergarten,NON_RESIDENTIAL,2662912.337,1216803.754,261,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055433_0&time=None&lang=de&topic=ech
200319,1030,1122,Existing,Buzibachstrasse 8,6023,Rothenburg,,RESIDENTIAL,2662040.635,1215979.056,601,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200319_0&time=None&lang=de&topic=ech
502292656,1060,1276,Existing,Voglisberg 4.1,6206,Neuenkirch,Schweinescheune,AGRICULTURAL,2656862.427,1217807.29,477,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292656_0&time=None&lang=de&topic=ech
2384610,1020,1122,Existing,Usserhus 1,6023,Rothenburg,,RESIDENTIAL,2663346.607,1216490.457,479,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384610_0&time=None&lang=de&topic=ech
200320,1040,1251,Existing,Buzibachstrasse 14,6023,Rothenburg,,RESIDENTIAL,2662058.861,1215907.608,819,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200320_0&time=None&lang=de&topic=ech
190231133,1020,1110,Existing,Felsenegg 86,6023,Rothenburg,,RESIDENTIAL,2663537.211,1216750.376,56,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190231133_0&time=None&lang=de&topic=ech
190961629,1020,1110,Existing,Weiherstrasse 10,6020,Emmen,,RESIDENTIAL,2662659.048,1215042.827,85,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190961629_0&time=None&lang=de&topic=ech
195211,1020,1122,Existing,Mühlematt 5,6020,Emmen,,RESIDENTIAL,2663300.156,1215734.651,228,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195211_0&time=None&lang=de&topic=ech
191171332,1020,1122,Existing,Feldheim 30,6023,Rothenburg,Mehrfamilienhaus Feldheim 30,RESIDENTIAL,2663238.105,1216858.266,330,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191171332_0&time=None&lang=de&topic=ech
199634,1020,1110,Existing,Hermolingenmatte 4,6023,Rothenburg,,RESIDENTIAL,2662632.819,1216406.833,152,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199634_0&time=None&lang=de&topic=ech
200246,1020,1110,Existing,Friedaustrasse 14a,6023,Rothenburg,,RESIDENTIAL,2663501.372,1216339.347,291,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200246_0&time=None&lang=de&topic=ech
